Date,Region,City,Category,Product,Customer Type,Payment Method,Delivery Status,Salesperson,Quantity,Units Sold,Unit Price,Revenue,Return Status,Return Amount
04-09-2025,North,Chandigarh,Home,Lamp,Returning,UPI,Pending,Amit,3,3,989.91,2969.73,No,0
24-09-2024,East,Kolkata,Electronics,Laptop,Returning,Card,Pending,Rohit,6,6,2088.18,12529.08,No,0
30-07-2025,West,Pune,Home,Table,Returning,UPI,Shipped,Priya,6,6,2026.66,12159.96,No,0
20-02-2025,West,Mumbai,Sports,Ball,Returning,UPI,Delivered,Amit,1,1,1965.38,1965.38,No,0
16-06-2024,North,Delhi,Fashion,Shirt,New,Card,Delivered,Karan,2,2,3925.1,7850.2,No,0
12-02-2024,East,Bhubaneswar,Home,Chair,New,Net Banking,Shipped,Karan,6,6,1400.1,8400.6,No,0
09-07-2025,North,Chandigarh,Electronics,Phone,Returning,Net Banking,Pending,Karan,4,4,3197.58,12790.32,No,0
11-10-2024,North,Delhi,Sports,Shoes,New,Net Banking,Pending,Amit,5,5,602.33,3011.65,No,0
31-01-2025,North,Delhi,Electronics,Tablet,Returning,UPI,Pending,Karan,9,9,943.24,8489.16,No,0
12-01-2024,East,Bhubaneswar,Sports,Ball,New,Net Banking,Pending,Karan,8,8,879.22,7033.76,No,0
29-08-2025,South,Bangalore,Home,Chair,New,Cash,Shipped,Sneha,7,7,2362.41,16536.87,No,0
28-10-2024,South,Chennai,Sports,Ball,New,Cash,Pending,Rohit,7,7,713.11,4991.77,No,0
09-09-2024,South,Chennai,Sports,Shoes,New,Card,Shipped,Priya,9,9,1442.95,12986.55,No,0
13-05-2025,South,Bangalore,Electronics,Phone,New,Net Banking,Shipped,Sneha,9,9,1792.18,16129.62,No,0
04-02-2024,East,Kolkata,Home,Lamp,Returning,UPI,Pending,Karan,4,4,870.9,3483.6,No,0
27-12-2025,South,Bangalore,Sports,Ball,New,UPI,Shipped,Amit,1,1,3662.58,3662.58,No,0
30-03-2024,West,Pune,Groceries,Rice,New,Net Banking,Pending,Priya,7,7,2791.62,19541.34,No,0
27-08-2025,North,Chandigarh,Fashion,Jeans,Returning,Card,Pending,Sneha,4,4,3952.41,15809.64,No,0
24-08-2025,North,Delhi,Electronics,Phone,New,Cash,Delivered,Priya,2,2,178.7,357.4,No,0
21-02-2025,North,Chandigarh,Fashion,Shoes,Returning,Net Banking,Delivered,Karan,3,3,155.95,467.85,No,0
24-04-2024,North,Chandigarh,Electronics,Tablet,New,Net Banking,Delivered,Sneha,2,2,2244.54,4489.08,No,0
08-09-2025,West,Mumbai,Electronics,Laptop,New,Cash,Pending,Rohit,3,3,3560.35,10681.05,No,0
14-07-2024,North,Delhi,Electronics,Phone,New,Cash,Shipped,Karan,8,8,353.18,2825.44,No,0
15-05-2025,South,Chennai,Sports,Shoes,New,UPI,Shipped,Karan,6,6,680.61,4083.66,No,0
17-09-2025,South,Bangalore,Groceries,Milk,New,Cash,Shipped,Rohit,3,3,4767.09,14301.27,No,0
07-05-2025,West,Mumbai,Fashion,Jeans,New,Cash,Pending,Amit,9,9,870.64,7835.76,No,0
15-03-2024,West,Pune,Groceries,Oil,Returning,Cash,Pending,Sneha,7,7,1651.09,11557.63,No,0
16-02-2025,North,Chandigarh,Home,Chair,Returning,Cash,Shipped,Amit,9,9,4003.74,36033.66,No,0
10-01-2025,South,Bangalore,Fashion,Jeans,New,Net Banking,Shipped,Amit,8,8,4682.96,37463.68,No,0
23-02-2025,South,Chennai,Groceries,Rice,New,Card,Delivered,Sneha,7,7,4539.83,31778.81,Yes,23491.4
29-12-2025,West,Mumbai,Home,Chair,New,Cash,Shipped,Sneha,1,1,2789.41,2789.41,No,0
03-10-2024,East,Kolkata,Fashion,Shoes,New,UPI,Shipped,Amit,5,5,1829.5,9147.5,No,0
06-11-2025,East,Kolkata,Home,Lamp,New,Card,Delivered,Rohit,1,1,2209.65,2209.65,No,0
28-01-2025,East,Kolkata,Sports,Shoes,Returning,UPI,Shipped,Karan,5,5,434.93,2174.65,No,0
01-04-2025,South,Chennai,Sports,Ball,New,Card,Shipped,Rohit,2,2,2220.56,4441.12,No,0
10-07-2024,West,Pune,Fashion,Shoes,Returning,Cash,Pending,Amit,5,5,453.34,2266.7,No,0
19-11-2025,South,Chennai,Home,Lamp,New,UPI,Delivered,Priya,7,7,4727.8,33094.6,No,0
08-04-2024,South,Chennai,Groceries,Milk,Returning,UPI,Delivered,Amit,6,6,3694.09,22164.54,No,0
01-07-2025,North,Chandigarh,Electronics,Phone,Returning,UPI,Shipped,Karan,7,7,2149.84,15048.88,No,0
05-04-2024,South,Chennai,Electronics,Tablet,Returning,Cash,Delivered,Priya,8,8,4952.77,39622.16,No,0
25-10-2025,West,Mumbai,Sports,Bat,New,UPI,Pending,Karan,9,9,4903.81,44134.29,Yes,27140.86
24-10-2025,East,Bhubaneswar,Sports,Shoes,New,Net Banking,Delivered,Rohit,1,1,605.29,605.29,No,0
08-07-2024,North,Chandigarh,Home,Lamp,Returning,Card,Pending,Karan,9,9,3715.64,33440.76,No,0
06-02-2024,East,Kolkata,Home,Lamp,Returning,UPI,Delivered,Amit,9,9,1101.76,9915.84,No,0
03-01-2025,North,Delhi,Groceries,Milk,Returning,Card,Shipped,Priya,7,7,1394.95,9764.65,No,0
25-11-2025,North,Delhi,Electronics,Tablet,Returning,UPI,Pending,Karan,9,9,3726.79,33541.11,No,0
08-06-2025,East,Kolkata,Groceries,Oil,New,Net Banking,Delivered,Priya,8,8,3318.1,26544.8,No,0
05-10-2024,South,Chennai,Sports,Shoes,Returning,Card,Pending,Karan,7,7,477.2,3340.4,Yes,3210.59
04-08-2024,South,Chennai,Groceries,Rice,Returning,Card,Shipped,Priya,9,9,551.13,4960.17,No,0
29-09-2024,West,Mumbai,Fashion,Shoes,New,Net Banking,Shipped,Karan,4,4,551.27,2205.08,No,0
02-03-2024,East,Kolkata,Electronics,Laptop,New,Card,Delivered,Karan,5,5,174.04,870.2,No,0
18-08-2025,West,Mumbai,Home,Table,New,Cash,Pending,Karan,9,9,3562.49,32062.41,No,0
29-12-2025,North,Delhi,Fashion,Shoes,Returning,Card,Delivered,Karan,9,9,2676.21,24085.89,No,0
07-12-2024,North,Chandigarh,Fashion,Jeans,New,Cash,Shipped,Amit,2,2,4343.87,8687.74,No,0
31-01-2025,West,Mumbai,Electronics,Laptop,Returning,UPI,Delivered,Karan,9,9,858.66,7727.94,No,0
29-11-2025,East,Kolkata,Fashion,Jeans,Returning,UPI,Delivered,Priya,6,6,4701.38,28208.28,Yes,23069.88
19-01-2024,South,Bangalore,Electronics,Phone,New,Card,Delivered,Amit,4,4,3535.58,14142.32,No,0
25-06-2024,South,Chennai,Electronics,Laptop,New,UPI,Pending,Karan,1,1,175.43,175.43,No,0
03-09-2025,East,Bhubaneswar,Sports,Bat,Returning,Cash,Pending,Rohit,1,1,2755.75,2755.75,No,0
30-01-2025,South,Bangalore,Groceries,Milk,New,UPI,Shipped,Amit,4,4,3656.06,14624.24,No,0
20-03-2025,North,Chandigarh,Home,Chair,New,Net Banking,Shipped,Rohit,6,6,4887.33,29323.98,No,0
20-08-2024,South,Bangalore,Electronics,Tablet,New,UPI,Delivered,Rohit,2,2,3739.84,7479.68,No,0
16-03-2024,East,Kolkata,Electronics,Phone,New,Cash,Shipped,Rohit,4,4,3767.08,15068.32,No,0
21-09-2024,South,Chennai,Electronics,Laptop,Returning,UPI,Shipped,Karan,4,4,2228.58,8914.32,No,0
30-03-2025,North,Delhi,Home,Chair,Returning,Cash,Shipped,Priya,3,3,2988.32,8964.96,No,0
18-12-2025,North,Chandigarh,Home,Lamp,New,UPI,Pending,Karan,9,9,3386.31,30476.79,No,0
18-01-2025,North,Chandigarh,Home,Table,New,Card,Pending,Priya,8,8,3304.57,26436.56,No,0
17-07-2025,South,Bangalore,Fashion,Shoes,New,Card,Shipped,Rohit,4,4,167.35,669.4,No,0
20-05-2025,South,Bangalore,Home,Lamp,New,Card,Shipped,Karan,9,9,177.48,1597.32,Yes,1483.81
01-01-2025,West,Mumbai,Sports,Shoes,New,Net Banking,Pending,Amit,2,2,3690.39,7380.78,No,0
23-05-2024,West,Pune,Groceries,Milk,Returning,Cash,Delivered,Priya,2,2,1923.78,3847.56,No,0
09-03-2024,South,Chennai,Sports,Ball,Returning,Net Banking,Shipped,Amit,2,2,4044.94,8089.88,No,0
08-04-2024,South,Chennai,Groceries,Oil,New,Cash,Shipped,Priya,8,8,1081.38,8651.04,No,0
30-01-2025,South,Bangalore,Home,Chair,Returning,Card,Pending,Karan,1,1,1341.45,1341.45,No,0
25-01-2024,East,Kolkata,Groceries,Rice,New,UPI,Shipped,Amit,8,8,435.45,3483.6,No,0
13-04-2025,West,Pune,Sports,Ball,New,Cash,Shipped,Amit,9,9,1110.47,9994.23,No,0
28-04-2025,North,Chandigarh,Groceries,Oil,Returning,UPI,Delivered,Amit,7,7,1417.38,9921.66,No,0
18-07-2025,East,Kolkata,Fashion,Shoes,New,UPI,Delivered,Rohit,6,6,4313.14,25878.84,Yes,21476.82
30-05-2024,East,Bhubaneswar,Sports,Ball,Returning,Card,Pending,Karan,2,2,3188.21,6376.42,No,0
23-05-2024,West,Mumbai,Groceries,Rice,Returning,Net Banking,Shipped,Karan,6,6,2195.25,13171.5,No,0
22-07-2025,East,Kolkata,Fashion,Jeans,New,Cash,Shipped,Amit,5,5,3941.54,19707.7,No,0
08-02-2024,West,Mumbai,Sports,Shoes,Returning,Net Banking,Shipped,Rohit,6,6,3946.98,23681.88,No,0
18-04-2024,South,Chennai,Fashion,Shoes,Returning,Net Banking,Delivered,Rohit,4,4,2992.14,11968.56,No,0
23-11-2025,North,Chandigarh,Home,Table,Returning,Cash,Pending,Amit,6,6,238.73,1432.38,No,0
11-02-2024,West,Mumbai,Fashion,Shoes,New,Card,Pending,Amit,1,1,3845.76,3845.76,No,0
04-07-2024,West,Pune,Sports,Ball,New,Card,Delivered,Priya,2,2,2103.01,4206.02,No,0
01-02-2025,South,Chennai,Electronics,Laptop,Returning,UPI,Pending,Priya,5,5,886.27,4431.35,Yes,1544.4
10-08-2024,East,Kolkata,Home,Lamp,Returning,UPI,Delivered,Priya,5,5,3759.21,18796.05,No,0
25-09-2025,West,Pune,Fashion,Shoes,New,Card,Delivered,Priya,4,4,2286.39,9145.56,No,0
12-05-2024,West,Pune,Electronics,Phone,New,UPI,Delivered,Rohit,1,1,1618.05,1618.05,No,0
11-06-2024,West,Pune,Home,Lamp,New,UPI,Shipped,Karan,8,8,2811.56,22492.48,No,0
02-08-2024,West,Mumbai,Electronics,Laptop,New,Cash,Delivered,Sneha,4,4,4375.92,17503.68,No,0
22-08-2024,North,Delhi,Fashion,Jeans,Returning,Net Banking,Delivered,Priya,7,7,4768.79,33381.53,No,0
19-10-2025,East,Kolkata,Fashion,Jeans,Returning,Card,Pending,Priya,1,1,2577.61,2577.61,No,0
10-08-2025,East,Bhubaneswar,Home,Chair,Returning,Card,Shipped,Karan,1,1,1661.18,1661.18,No,0
09-01-2024,North,Delhi,Groceries,Rice,Returning,Cash,Delivered,Rohit,6,6,2811.52,16869.12,No,0
14-03-2024,South,Chennai,Fashion,Shoes,New,Cash,Delivered,Karan,6,6,2655.84,15935.04,No,0
06-05-2025,West,Pune,Sports,Ball,New,UPI,Pending,Rohit,7,7,4205.75,29440.25,No,0
09-09-2024,North,Delhi,Home,Chair,New,Cash,Pending,Karan,3,3,2131.13,6393.39,Yes,2792.34
17-08-2024,South,Chennai,Groceries,Oil,New,Card,Shipped,Amit,5,5,2114.36,10571.8,No,0
02-06-2025,North,Chandigarh,Groceries,Milk,Returning,Cash,Pending,Priya,4,4,1225.03,4900.12,No,0
22-06-2024,South,Chennai,Groceries,Milk,Returning,Net Banking,Pending,Rohit,1,1,3729.07,3729.07,No,0
14-10-2025,South,Chennai,Electronics,Laptop,New,Net Banking,Shipped,Sneha,5,5,3688.77,18443.85,No,0
16-06-2024,West,Mumbai,Home,Lamp,Returning,Cash,Pending,Rohit,6,6,2752.71,16516.26,No,0
18-06-2024,East,Bhubaneswar,Sports,Ball,Returning,Net Banking,Shipped,Rohit,3,3,1283.53,3850.59,No,0
27-01-2025,North,Chandigarh,Electronics,Laptop,New,UPI,Pending,Amit,3,3,1189.57,3568.71,No,0
25-09-2025,East,Bhubaneswar,Fashion,Shirt,Returning,Net Banking,Shipped,Priya,7,7,382.89,2680.23,No,0
12-07-2024,West,Mumbai,Electronics,Phone,New,Cash,Pending,Karan,3,3,1744.8,5234.4,No,0
31-05-2025,East,Kolkata,Home,Chair,New,UPI,Pending,Priya,8,8,3119.87,24958.96,No,0
29-01-2024,South,Bangalore,Home,Lamp,New,Card,Delivered,Priya,1,1,2201.83,2201.83,No,0
13-06-2024,South,Bangalore,Sports,Ball,New,UPI,Pending,Amit,8,8,3540.52,28324.16,No,0
25-02-2025,East,Kolkata,Home,Lamp,New,Cash,Shipped,Rohit,2,2,1705.01,3410.02,No,0
04-12-2024,West,Pune,Groceries,Milk,New,Net Banking,Shipped,Priya,1,1,3193.95,3193.95,No,0
09-10-2025,East,Bhubaneswar,Groceries,Rice,New,Net Banking,Pending,Priya,1,1,2528.95,2528.95,No,0
10-05-2025,North,Delhi,Fashion,Shirt,Returning,UPI,Delivered,Priya,7,7,799.93,5599.51,No,0
30-12-2024,South,Bangalore,Electronics,Laptop,New,Card,Pending,Karan,7,7,660,4620,No,0
07-12-2024,East,Kolkata,Sports,Ball,Returning,Card,Delivered,Amit,3,3,1101.15,3303.45,No,0
14-05-2025,East,Bhubaneswar,Sports,Shoes,Returning,Net Banking,Shipped,Rohit,5,5,3904.8,19524,No,0
18-10-2025,East,Bhubaneswar,Home,Table,Returning,UPI,Shipped,Rohit,9,9,3398.91,30590.19,No,0
25-05-2025,East,Kolkata,Groceries,Rice,New,Cash,Pending,Amit,5,5,1187.31,5936.55,No,0
22-11-2024,South,Chennai,Sports,Shoes,Returning,Cash,Shipped,Sneha,9,9,3683.45,33151.05,No,0
04-08-2024,North,Delhi,Fashion,Jeans,Returning,Net Banking,Pending,Priya,8,8,4196.98,33575.84,No,0
27-10-2024,West,Pune,Sports,Shoes,New,UPI,Pending,Karan,9,9,2476.96,22292.64,No,0
11-05-2024,East,Kolkata,Electronics,Tablet,Returning,Card,Delivered,Karan,9,9,2704.73,24342.57,No,0
10-03-2024,North,Chandigarh,Fashion,Jeans,New,Net Banking,Delivered,Priya,3,3,4289.37,12868.11,No,0
08-09-2024,North,Chandigarh,Sports,Bat,Returning,Cash,Shipped,Rohit,3,3,165.5,496.5,No,0
18-02-2025,East,Kolkata,Fashion,Shoes,New,Net Banking,Delivered,Sneha,9,9,4037.33,36335.97,No,0
20-03-2025,South,Chennai,Home,Chair,New,Card,Shipped,Priya,2,2,428.17,856.34,No,0
30-06-2024,West,Pune,Sports,Shoes,Returning,Cash,Shipped,Rohit,9,9,3741.1,33669.9,No,0
15-06-2024,West,Mumbai,Electronics,Phone,Returning,Net Banking,Delivered,Karan,4,4,3276.76,13107.04,Yes,6558.44
31-03-2024,East,Kolkata,Home,Lamp,Returning,Cash,Shipped,Amit,6,6,2224.01,13344.06,No,0
14-12-2025,South,Chennai,Electronics,Phone,Returning,UPI,Shipped,Karan,3,3,1178.55,3535.65,No,0
14-06-2025,East,Bhubaneswar,Home,Chair,Returning,Card,Pending,Rohit,8,8,436.7,3493.6,No,0
08-02-2024,East,Kolkata,Groceries,Oil,New,UPI,Pending,Sneha,4,4,322.06,1288.24,No,0
05-05-2024,North,Chandigarh,Electronics,Laptop,New,UPI,Shipped,Sneha,2,2,3342.25,6684.5,No,0
26-03-2025,East,Bhubaneswar,Fashion,Shirt,New,Net Banking,Pending,Karan,2,2,3886.77,7773.54,No,0
21-06-2024,North,Delhi,Electronics,Tablet,New,Net Banking,Shipped,Priya,9,9,2946.97,26522.73,No,0
14-10-2025,East,Kolkata,Groceries,Oil,Returning,UPI,Pending,Sneha,5,5,2653.26,13266.3,No,0
07-08-2024,North,Delhi,Home,Table,Returning,Net Banking,Pending,Sneha,4,4,787.59,3150.36,No,0
29-09-2025,West,Pune,Groceries,Rice,Returning,Card,Pending,Sneha,7,7,3346.17,23423.19,No,0
27-02-2024,South,Chennai,Home,Table,Returning,UPI,Delivered,Rohit,6,6,3774.89,22649.34,No,0
21-10-2025,South,Bangalore,Sports,Ball,New,UPI,Shipped,Karan,7,7,3066.52,21465.64,No,0
20-04-2025,North,Delhi,Electronics,Phone,Returning,Cash,Pending,Karan,4,4,4277.67,17110.68,No,0
31-03-2025,East,Bhubaneswar,Sports,Bat,Returning,UPI,Pending,Rohit,6,6,1992.44,11954.64,No,0
26-12-2024,East,Kolkata,Groceries,Oil,Returning,Net Banking,Delivered,Amit,9,9,1283.35,11550.15,No,0
01-01-2024,South,Chennai,Groceries,Oil,New,UPI,Shipped,Rohit,1,1,2964.87,2964.87,No,0
21-01-2025,East,Kolkata,Fashion,Shirt,New,Cash,Delivered,Amit,3,3,4126.97,12380.91,No,0
13-12-2024,West,Pune,Home,Chair,New,Card,Pending,Amit,1,1,1432.54,1432.54,No,0
08-07-2024,East,Kolkata,Groceries,Rice,New,Card,Shipped,Karan,3,3,4701.44,14104.32,No,0
19-05-2025,North,Delhi,Groceries,Rice,New,Cash,Shipped,Amit,1,1,2690.75,2690.75,No,0
09-07-2024,East,Bhubaneswar,Sports,Ball,Returning,UPI,Pending,Amit,5,5,3503.74,17518.7,No,0
22-05-2025,West,Pune,Fashion,Shoes,Returning,Cash,Shipped,Priya,4,4,4136.46,16545.84,Yes,13591.29
03-01-2025,South,Chennai,Groceries,Milk,New,Net Banking,Pending,Amit,4,4,2361.46,9445.84,No,0
12-02-2025,West,Pune,Electronics,Phone,Returning,UPI,Pending,Karan,8,8,533.09,4264.72,No,0
26-04-2024,East,Bhubaneswar,Electronics,Phone,New,Card,Delivered,Sneha,1,1,2218.5,2218.5,Yes,904.4
13-05-2024,South,Bangalore,Sports,Shoes,Returning,Cash,Shipped,Sneha,6,6,2134.68,12808.08,No,0
27-02-2024,West,Mumbai,Groceries,Milk,Returning,Cash,Shipped,Amit,5,5,3187.2,15936,No,0
09-07-2025,West,Pune,Fashion,Shoes,Returning,Card,Shipped,Rohit,6,6,2202.03,13212.18,No,0
15-11-2025,South,Bangalore,Electronics,Laptop,New,Cash,Delivered,Rohit,8,8,1693.92,13551.36,No,0
02-11-2025,West,Pune,Fashion,Shirt,Returning,Net Banking,Pending,Priya,8,8,3367.18,26937.44,No,0
21-06-2024,East,Bhubaneswar,Groceries,Rice,Returning,Card,Shipped,Amit,8,8,1320.14,10561.12,No,0
28-05-2024,East,Bhubaneswar,Sports,Bat,New,Card,Shipped,Karan,6,6,565.1,3390.6,No,0
20-03-2024,South,Bangalore,Electronics,Tablet,Returning,UPI,Pending,Rohit,3,3,4988.38,14965.14,No,0
31-07-2024,South,Bangalore,Home,Table,New,Net Banking,Shipped,Amit,1,1,4809.68,4809.68,No,0
21-07-2024,South,Chennai,Fashion,Jeans,Returning,Card,Pending,Priya,5,5,3940.32,19701.6,No,0
16-08-2024,South,Bangalore,Electronics,Laptop,New,Net Banking,Shipped,Rohit,5,5,1236.89,6184.45,Yes,5018.57
06-11-2025,South,Bangalore,Groceries,Oil,Returning,UPI,Delivered,Amit,2,2,3560.18,7120.36,No,0
14-08-2024,East,Bhubaneswar,Fashion,Jeans,Returning,UPI,Delivered,Priya,7,7,4201.89,29413.23,No,0
20-10-2025,South,Bangalore,Sports,Shoes,New,UPI,Shipped,Priya,3,3,4698.23,14094.69,No,0
15-06-2025,North,Delhi,Home,Lamp,Returning,UPI,Shipped,Amit,3,3,2946.66,8839.98,No,0
16-03-2025,West,Mumbai,Fashion,Shirt,Returning,UPI,Shipped,Karan,3,3,2267.24,6801.72,No,0
05-02-2025,South,Bangalore,Home,Lamp,New,Card,Shipped,Amit,9,9,1221.49,10993.41,No,0
16-02-2024,North,Delhi,Sports,Shoes,Returning,Net Banking,Delivered,Sneha,8,8,1957.73,15661.84,No,0
20-08-2024,North,Delhi,Groceries,Oil,Returning,UPI,Pending,Sneha,5,5,3202.06,16010.3,No,0
31-10-2024,East,Kolkata,Sports,Ball,Returning,Card,Delivered,Karan,5,5,4907.48,24537.4,No,0
09-06-2025,South,Chennai,Home,Table,Returning,Net Banking,Pending,Amit,1,1,2359.72,2359.72,No,0
22-05-2024,South,Bangalore,Home,Lamp,Returning,UPI,Pending,Karan,2,2,1875.91,3751.82,No,0
18-02-2025,South,Chennai,Sports,Ball,Returning,Cash,Shipped,Sneha,8,8,4714.29,37714.32,No,0
27-05-2025,North,Delhi,Groceries,Milk,Returning,UPI,Delivered,Priya,5,5,366.51,1832.55,No,0
07-01-2025,South,Chennai,Fashion,Shoes,Returning,Cash,Delivered,Priya,9,9,3278.33,29504.97,No,0
19-07-2025,West,Pune,Fashion,Shoes,Returning,Card,Shipped,Sneha,3,3,3764.19,11292.57,No,0
15-09-2024,South,Bangalore,Electronics,Laptop,Returning,Net Banking,Shipped,Amit,1,1,978.84,978.84,No,0
17-10-2025,North,Chandigarh,Groceries,Milk,New,Card,Shipped,Rohit,6,6,2940.66,17643.96,No,0
15-04-2025,East,Kolkata,Electronics,Tablet,Returning,UPI,Delivered,Priya,2,2,193.81,387.62,No,0
12-01-2024,North,Delhi,Home,Chair,New,Cash,Pending,Priya,7,7,940.03,6580.21,No,0
25-11-2024,North,Delhi,Sports,Bat,New,Cash,Shipped,Rohit,8,8,4033.77,32270.16,No,0
23-12-2024,South,Bangalore,Fashion,Shirt,Returning,UPI,Shipped,Amit,3,3,3231.26,9693.78,No,0
11-02-2025,West,Mumbai,Home,Chair,New,UPI,Pending,Karan,2,2,2905.78,5811.56,No,0
29-10-2025,West,Mumbai,Home,Lamp,New,UPI,Pending,Rohit,4,4,484.93,1939.72,No,0
07-01-2025,North,Chandigarh,Sports,Shoes,New,Card,Shipped,Amit,8,8,3011.01,24088.08,No,0
08-01-2024,South,Chennai,Electronics,Laptop,Returning,Cash,Pending,Rohit,8,8,1230.89,9847.12,No,0
01-05-2024,East,Bhubaneswar,Groceries,Oil,New,Net Banking,Shipped,Rohit,4,4,4416.77,17667.08,No,0
13-12-2024,West,Mumbai,Sports,Bat,New,Card,Pending,Priya,7,7,2557.72,17904.04,No,0
06-11-2025,North,Delhi,Electronics,Phone,New,UPI,Shipped,Priya,8,8,1063.6,8508.8,No,0
30-03-2024,East,Bhubaneswar,Groceries,Rice,Returning,UPI,Shipped,Sneha,8,8,4434.46,35475.68,No,0
09-10-2025,West,Mumbai,Fashion,Shoes,Returning,Card,Delivered,Priya,3,3,247.13,741.39,No,0
28-11-2025,West,Pune,Sports,Shoes,Returning,Cash,Shipped,Priya,7,7,3133.06,21931.42,No,0
11-11-2024,North,Chandigarh,Groceries,Rice,Returning,Card,Shipped,Amit,5,5,405.73,2028.65,No,0
26-06-2024,South,Bangalore,Home,Lamp,New,Card,Shipped,Rohit,7,7,2233.43,15634.01,No,0
23-06-2025,East,Kolkata,Home,Lamp,Returning,Cash,Shipped,Amit,1,1,4277.48,4277.48,No,0
10-02-2024,East,Kolkata,Home,Table,New,UPI,Delivered,Karan,3,3,2804.2,8412.6,No,0
04-12-2025,South,Chennai,Fashion,Shoes,New,Cash,Pending,Priya,7,7,1132.89,7930.23,No,0
16-05-2025,North,Chandigarh,Fashion,Shoes,Returning,UPI,Delivered,Sneha,4,4,370.59,1482.36,No,0
24-05-2024,North,Delhi,Sports,Bat,Returning,Card,Delivered,Amit,4,4,2248.44,8993.76,No,0
19-07-2024,South,Chennai,Home,Lamp,Returning,Cash,Delivered,Amit,5,5,3820.53,19102.65,No,0
24-12-2025,South,Bangalore,Sports,Shoes,Returning,UPI,Pending,Priya,8,8,142.66,1141.28,No,0
05-04-2025,North,Chandigarh,Home,Chair,New,Net Banking,Shipped,Sneha,8,8,1176.56,9412.48,Yes,8106.92
11-07-2025,North,Chandigarh,Home,Chair,New,UPI,Shipped,Karan,1,1,1833.11,1833.11,No,0
30-06-2025,East,Bhubaneswar,Home,Lamp,Returning,Card,Delivered,Sneha,4,4,1131.48,4525.92,No,0
09-09-2024,South,Chennai,Home,Lamp,New,Net Banking,Shipped,Karan,2,2,1778.96,3557.92,No,0
24-01-2025,West,Pune,Groceries,Milk,New,Cash,Shipped,Priya,8,8,505.41,4043.28,No,0
16-08-2025,East,Kolkata,Sports,Ball,Returning,Card,Shipped,Rohit,7,7,3562.71,24938.97,No,0
12-09-2024,East,Bhubaneswar,Sports,Ball,Returning,UPI,Shipped,Karan,5,5,2444.63,12223.15,No,0
09-12-2025,South,Bangalore,Sports,Ball,Returning,UPI,Pending,Sneha,8,8,3157.59,25260.72,No,0
25-03-2025,West,Pune,Fashion,Jeans,New,UPI,Delivered,Priya,7,7,503.13,3521.91,No,0
10-01-2024,South,Bangalore,Home,Table,Returning,Net Banking,Delivered,Sneha,9,9,3604.41,32439.69,No,0
29-08-2024,West,Mumbai,Fashion,Shirt,New,Card,Pending,Sneha,2,2,2346.31,4692.62,No,0
07-09-2024,West,Mumbai,Electronics,Tablet,New,Card,Delivered,Rohit,2,2,3369.34,6738.68,No,0
05-01-2024,East,Kolkata,Groceries,Oil,New,Cash,Pending,Priya,7,7,4216.53,29515.71,No,0
28-04-2024,South,Chennai,Sports,Shoes,New,Cash,Pending,Priya,9,9,4708.05,42372.45,Yes,26194.99
08-01-2025,West,Pune,Sports,Shoes,New,UPI,Delivered,Rohit,9,9,2513.59,22622.31,No,0
05-03-2024,South,Chennai,Sports,Ball,New,Net Banking,Delivered,Karan,3,3,3324.6,9973.8,No,0
25-05-2024,East,Bhubaneswar,Home,Chair,New,UPI,Pending,Sneha,2,2,703.84,1407.68,No,0
11-08-2024,South,Chennai,Home,Table,Returning,Cash,Shipped,Sneha,9,9,2617.87,23560.83,No,0
26-08-2024,North,Delhi,Home,Chair,Returning,Card,Delivered,Rohit,1,1,4107.5,4107.5,No,0
25-06-2024,North,Delhi,Fashion,Shoes,New,Card,Shipped,Sneha,9,9,2613.2,23518.8,No,0
08-10-2024,East,Kolkata,Home,Chair,Returning,Cash,Shipped,Amit,6,6,1226.15,7356.9,No,0
03-03-2024,South,Bangalore,Fashion,Shoes,Returning,UPI,Delivered,Priya,9,9,3733.85,33604.65,No,0
04-08-2024,East,Kolkata,Groceries,Rice,New,UPI,Delivered,Rohit,6,6,4288.05,25728.3,No,0
19-11-2025,North,Chandigarh,Sports,Ball,Returning,Cash,Shipped,Sneha,3,3,1171.68,3515.04,No,0
05-04-2025,East,Kolkata,Groceries,Rice,New,Card,Delivered,Priya,2,2,4525.63,9051.26,No,0
01-09-2025,South,Bangalore,Fashion,Jeans,Returning,Net Banking,Delivered,Priya,6,6,4852.64,29115.84,No,0
14-04-2024,North,Chandigarh,Sports,Ball,Returning,UPI,Delivered,Amit,9,9,3949.65,35546.85,No,0
08-04-2024,West,Mumbai,Electronics,Phone,Returning,Card,Pending,Sneha,3,3,4480.53,13441.59,No,0
25-05-2025,East,Bhubaneswar,Fashion,Shirt,Returning,Cash,Shipped,Priya,5,5,958.1,4790.5,No,0
19-01-2025,West,Pune,Home,Table,New,Cash,Pending,Amit,9,9,1337.97,12041.73,No,0
08-02-2025,North,Chandigarh,Groceries,Rice,New,Net Banking,Pending,Amit,4,4,1323.38,5293.52,No,0
01-06-2025,South,Chennai,Sports,Ball,New,UPI,Pending,Karan,2,2,362.22,724.44,No,0
20-04-2025,West,Pune,Electronics,Phone,Returning,Net Banking,Delivered,Karan,1,1,845.04,845.04,No,0
09-12-2025,West,Pune,Groceries,Rice,New,Net Banking,Pending,Priya,1,1,1540.35,1540.35,No,0
